Handle,Title,Vendor,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant Price,Variant SKU,Status,Image Src,Type,Metafield: custom.breadCrumbs [single_line_text_field],ID (Ref),Handle (Ref),Import Result,Import Comment
S-4342,S-4342,Arka,FALSE,Size,6x6x40,,,,,2.44,S-4342,draft,https://img.uline.com/is/image/uline/S-4342?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Tall Boxes",8.19255E+12,s-4342,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-22631,S-22631,Arka,FALSE,Size,6x6x42,,,,,2.78,S-22631,draft,https://img.uline.com/is/image/uline/S-22631?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Tall Boxes",8.19255E+12,s-22631,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4381,S-4381,Arka,FALSE,Size,6x6x48,,,,,2.14,S-4381,draft,https://img.uline.com/is/image/uline/S-4381?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Tall Boxes",8.19255E+12,s-4381,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-13285,S-13285,Arka,FALSE,Size,6x6x48,,,,,5.55,S-13285,draft,https://img.uline.com/is/image/uline/S-13285?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Heavy Duty Boxes > 275 Lb. Test Double Wall Boxes",8.19255E+12,s-13285,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4872,S-4872,Arka,FALSE,Size,6x6x48,,,,,6.16,S-4872,draft,https://img.uline.com/is/image/uline/S-4872?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Telescopic Boxes",8.19255E+12,s-4872,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-19780,S-19780,Arka,FALSE,Size,6x6x48,,,,,12.57,S-19780,draft,https://img.uline.com/is/image/uline/S-19780?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Telescopic Boxes",8.19255E+12,s-19780,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4583,S-4583,Arka,FALSE,Size,6x6x38,,,,,2.32,S-4583,draft,https://img.uline.com/is/image/uline/S-4583?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Tall Boxes",8.19255E+12,s-4583,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-20480,S-20480,Arka,FALSE,Size,6x6x50,,,,,3.57,S-20480,draft,https://img.uline.com/is/image/uline/S-20480?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Tall Boxes",8.19255E+12,s-20480,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4136,S-4136,Arka,FALSE,Size,6x6x62,,,,,4.47,S-4136,draft,https://img.uline.com/is/image/uline/S-4136?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Tall Boxes",8.19255E+12,s-4136,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-14264,S-14264,Arka,FALSE,Size,6x6x60,,,,,4.2,S-14264,draft,https://img.uline.com/is/image/uline/S-14264?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Tall Boxes",8.19255E+12,s-14264,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4689,S-4689,Arka,FALSE,Size,6x6x72,,,,,5.55,S-4689,draft,https://img.uline.com/is/image/uline/S-4689?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Tall Boxes",8.19255E+12,s-4689,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4973,S-4973,Arka,FALSE,Size,6x6x72,,,,,12.02,S-4973,draft,https://img.uline.com/is/image/uline/S-4973?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Telescopic Boxes",8.19255E+12,s-4973,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-22632,S-22632,Arka,FALSE,Size,7x4x3,,,,,0.53,S-22632,draft,https://img.uline.com/is/image/uline/S-22632?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19255E+12,s-22632,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4584,S-4584,Arka,FALSE,Size,7x4x4,,,,,0.54,S-4584,draft,https://img.uline.com/is/image/uline/S-4584?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19255E+12,s-4584,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-13286,S-13286,Arka,FALSE,Size,7x5x3,,,,,0.58,S-13286,draft,https://img.uline.com/is/image/uline/S-13286?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19255E+12,s-13286,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4344,S-4344,Arka,FALSE,Size,7x5x5,,,,,0.42,S-4344,draft,https://img.uline.com/is/image/uline/S-4344?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19255E+12,s-4344,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-22171,S-22171,Arka,FALSE,Size,7x6x5,,,,,0.73,S-22171,draft,https://img.uline.com/is/image/uline/S-22171?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19255E+12,s-22171,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-16700,S-16700,Arka,FALSE,Size,7x6x4,,,,,0.72,S-16700,draft,https://img.uline.com/is/image/uline/S-16700?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19255E+12,s-16700,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4974,S-4974,Arka,FALSE,Size,7x6x6,,,,,0.75,S-4974,draft,https://img.uline.com/is/image/uline/S-4974?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19255E+12,s-4974,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4585,S-4585,Arka,FALSE,Size,7x7x3,,,,,0.69,S-4585,draft,https://img.uline.com/is/image/uline/S-4585?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Flat Boxes",8.19255E+12,s-4585,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4690,S-4690,Arka,FALSE,Size,7x7x4,,,,,0.71,S-4690,draft,https://img.uline.com/is/image/uline/S-4690?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19255E+12,s-4690,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4592,S-4592,Arka,FALSE,Size,8x8x24,,,,,2.16,S-4592,draft,https://img.uline.com/is/image/uline/S-4592?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Tall Boxes",8.19255E+12,s-4592,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4070,S-4070,Arka,FALSE,Size,7x7x5,,,,,0.75,S-4070,draft,https://img.uline.com/is/image/uline/S-4070?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19255E+12,s-4070,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4315,S-4315,Arka,FALSE,Size,7x7x7,,,,,0.58,S-4315,draft,https://img.uline.com/is/image/uline/S-4315?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Cube Boxes",8.19255E+12,s-4315,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4586,S-4586,Arka,FALSE,Size,7x7x6,,,,,0.8,S-4586,draft,https://img.uline.com/is/image/uline/S-4586?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19255E+12,s-4586,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-18946,S-18946,Arka,FALSE,Size,7x7x7,,,,,1.23,S-18946,draft,https://img.uline.com/is/image/uline/S-18946?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > White Corrugated Boxes",8.19255E+12,s-18946,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-22120,S-22120,Arka,FALSE,Size,7x7x7,,,,,1.6,S-22120,draft,https://img.uline.com/is/image/uline/S-22120?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Heavy Duty Boxes > 275 Lb. Test Double Wall Boxes",8.19255E+12,s-22120,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-21063,S-21063,Arka,FALSE,Size,7x7x9,,,,,0.99,S-21063,draft,https://img.uline.com/is/image/uline/S-21063?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19255E+12,s-21063,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4387,S-4387,Arka,FALSE,Size,7x7x12,,,,,1.04,S-4387,draft,https://img.uline.com/is/image/uline/S-4387?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19255E+12,s-4387,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4514,S-4514,Arka,FALSE,Size,7x7x8,,,,,0.96,S-4514,draft,https://img.uline.com/is/image/uline/S-4514?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19255E+12,s-4514,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-18376,S-18376,Arka,FALSE,Size,7x7x14,,,,,1.17,S-18376,draft,https://img.uline.com/is/image/uline/S-18376?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Tall Boxes",8.19255E+12,s-18376,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4245,S-4245,Arka,FALSE,Size,8x4x4,,,,,0.41,S-4245,draft,https://img.uline.com/is/image/uline/S-4245?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Long Boxes",8.19255E+12,s-4245,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-22628,S-22628,Arka,FALSE,Size,8x3x3,,,,,0.53,S-22628,draft,https://img.uline.com/is/image/uline/S-22628?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Long Boxes",8.19255E+12,s-22628,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4883,S-4883,Arka,FALSE,Size,7x7x10,,,,,1.02,S-4883,draft,https://img.uline.com/is/image/uline/S-4883?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19255E+12,s-4883,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-23949,S-23949,Arka,FALSE,Size,7x7x48,,,,,3.67,S-23949,draft,https://img.uline.com/is/image/uline/S-23949?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Tall Boxes",8.19255E+12,s-23949,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-20481,S-20481,Arka,FALSE,Size,8x4x12,,,,,1.11,S-20481,draft,https://img.uline.com/is/image/uline/S-20481?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19255E+12,s-20481,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-17997,S-17997,Arka,FALSE,Size,8x4x46,,,,,3.52,S-17997,draft,https://img.uline.com/is/image/uline/S-17997?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Moving Boxes > Rifle Boxes",8.19255E+12,s-17997,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-12650,S-12650,Arka,FALSE,Size,8x4x52,,,,,3.14,S-12650,draft,https://img.uline.com/is/image/uline/S-12650?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Moving Boxes > Rifle Boxes",8.19255E+12,s-12650,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-16701,S-16701,Arka,FALSE,Size,8x5x3,,,,,0.69,S-16701,draft,https://img.uline.com/is/image/uline/S-16701?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19255E+12,s-16701,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4556,S-4556,Arka,FALSE,Size,8x5x4,,,,,0.71,S-4556,draft,https://img.uline.com/is/image/uline/S-4556?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19255E+12,s-4556,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4705,S-4705,Arka,FALSE,Size,8x6x3,,,,,0.71,S-4705,draft,https://img.uline.com/is/image/uline/S-4705?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Flat Boxes",8.19255E+12,s-4705,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4308,S-4308,Arka,FALSE,Size,8x5x5,,,,,0.72,S-4308,draft,https://img.uline.com/is/image/uline/S-4308?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19255E+12,s-4308,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4080,S-4080,Arka,FALSE,Size,8x6x4,,,,,0.43,S-4080,draft,https://img.uline.com/is/image/uline/S-4080?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19255E+12,s-4080,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-15027,S-15027,Arka,FALSE,Size,8x6x2,,,,,0.41,S-15027,draft,https://img.uline.com/is/image/uline/S-15027?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Flat Boxes",8.19255E+12,s-15027,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-15028,S-15028,Arka,FALSE,Size,8x6x4,,,,,0.99,S-15028,draft,https://img.uline.com/is/image/uline/S-15028?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > White Corrugated Boxes",8.19255E+12,s-15028,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4515,S-4515,Arka,FALSE,Size,8x6x5,,,,,0.8,S-4515,draft,https://img.uline.com/is/image/uline/S-4515?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19255E+12,s-4515,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4081,S-4081,Arka,FALSE,Size,8x6x6,,,,,0.57,S-4081,draft,https://img.uline.com/is/image/uline/S-4081?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19255E+12,s-4081,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-16702,S-16702,Arka,FALSE,Size,8x6x8,,,,,0.87,S-16702,draft,https://img.uline.com/is/image/uline/S-16702?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19255E+12,s-16702,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4588,S-4588,Arka,FALSE,Size,8x7x7,,,,,0.92,S-4588,draft,https://img.uline.com/is/image/uline/S-4588?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19255E+12,s-4588,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-19042,S-19042,Arka,FALSE,Size,8x8x2,,,,,0.72,S-19042,draft,https://img.uline.com/is/image/uline/S-19042?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Flat Boxes",8.19255E+12,s-19042,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4082,S-4082,Arka,FALSE,Size,8x8x4,,,,,0.61,S-4082,draft,https://img.uline.com/is/image/uline/S-4082?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Flat Boxes",8.19255E+12,s-4082,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4589,S-4589,Arka,FALSE,Size,8x8x3,,,,,0.75,S-4589,draft,https://img.uline.com/is/image/uline/S-4589?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Flat Boxes",8.19255E+12,s-4589,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-4083,S-4083,Arka,FALSE,Size,8x8x6,,,,,0.71,S-4083,draft,https://img.uline.com/is/image/uline/S-4083?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > Misc Box Sizes",8.19255E+12,s-4083,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
S-18947,S-18947,Arka,FALSE,Size,8x8x6,,,,,1.25,S-18947,draft,https://img.uline.com/is/image/uline/S-18947?$MediumRHD$,uline,"Home > All Products > Boxes, Corrugated > Corrugated Boxes (200# Test) > White Corrugated Boxes",8.19255E+12,s-18947,OK,UPDATE: Found by Handle | Assuming MERGE for Variant Command | Assuming MERGE for Image Command | Variants updated by SKU: 1
